Taxon,Prefixed_Taxon,Dataset,Species,Category,Alt Name,Coverage
LH57,LH57,CAU, Z. mays spp. Mays, Improved,,1.463522522
LH59,LH59,CAU, Z. mays spp. Mays, Improved,,1.428671478
LH60,LH60,CAU, Z. mays spp. Mays, Improved,,1.838148056
LH61,LH61,CAU, Z. mays spp. Mays, Improved,,1.161080957
LH65,LH65,CAU, Z. mays spp. Mays, Improved,,0.824162174
LH74,LH74,CAU, Z. mays spp. Mays, Improved,,2.419402435
LH82,LH82,CAU, Z. mays spp. Mays, Improved,,1.887337913
LH85,LH85,CAU, Z. mays spp. Mays, Improved,,0.675468087
LH93,LH93,CAU, Z. mays spp. Mays, Improved,,0.77765713
lian87,lian87,CAU, Z. mays spp. Mays, Improved,,0.815356348
liao2202,liao2202,CAU, Z. mays spp. Mays, Improved,,2.044750957
liao2204,liao2204,CAU, Z. mays spp. Mays, Improved,,1.040702174
liao4271,liao4271,CAU, Z. mays spp. Mays, Improved,,1.549761391
liao5110,liao5110,CAU, Z. mays spp. Mays, Improved,,0.49808
liao7794,liao7794,CAU, Z. mays spp. Mays, Improved,,1.392828087
LIBC4,LIBC4,CAU, Z. mays spp. Mays, Improved,,1.419921391
LM-2,LM-2,CAU, Z. mays spp. Mays, Improved,,0.69133487
Lo,Lo,CAU, Z. mays spp. Mays, Improved,,0.995992261
Lo1067,Lo1067,CAU, Z. mays spp. Mays, Improved,,1.314962312
Lo1125,Lo1125,CAU, Z. mays spp. Mays, Improved,,0.584944223
longkang1,longkang1,CAU, Z. mays spp. Mays, Improved,,1.769896435
longkang11,longkang11,CAU, Z. mays spp. Mays, Improved,,3.091371565
Los-6,Los-6,CAU, Z. mays spp. Mays, Improved,,2.600038261
LP1,LP1,CAU, Z. mays spp. Mays, Improved,,0.647174087
Lp215D,Lp215D,CAU, Z. mays spp. Mays, Improved,,0.900016085
LP5,LP5,CAU, Z. mays spp. Mays, Improved,,2.785704174
lu65,lu65,CAU, Z. mays spp. Mays, Improved,,3.414935478
luosu3,luosu3,CAU, Z. mays spp. Mays, Improved,,2.267660783
luyuan133,luyuan133,CAU, Z. mays spp. Mays, Improved,,1.54961113
luyuan92,luyuan92,CAU, Z. mays spp. Mays, Improved,,0.251618696
lv28,lv28,CAU, Z. mays spp. Mays, Improved,,2.507511304
lv45,lv45,CAU, Z. mays spp. Mays, Improved,,0.839611565
Lx9801,Lx9801,CAU, Z. mays spp. Mays, Improved,,2.003675478
M101,M101,CAU, Z. mays spp. Mays, Improved,,1.299118957
M1016,M1016,CAU, Z. mays spp. Mays, Improved,,0.851703652
M131-5,M131-5,CAU, Z. mays spp. Mays, Improved,,2.681639913
M14,M14,CAU, Z. mays spp. Mays, Improved,,1.169253913
M22,M22,CAU, Z. mays spp. Mays, Improved,,0.951173033
M3,M3,CAU, Z. mays spp. Mays, Improved,,1.96950687
M3736,M3736,CAU, Z. mays spp. Mays, Improved,,1.936508696
M9,M9,CAU, Z. mays spp. Mays, Improved,,0.91539409
Max,Max,CAU, Z. mays spp. Mays, Improved,,1.72453713
Maxa,Maxa,CAU, Z. mays spp. Mays, Improved,,1.034118348
MBNA,MBNA,CAU, Z. mays spp. Mays, Improved,,0.79560913
MBPM,MBPM,CAU, Z. mays spp. Mays, Improved,,1.847602435
MBSJ,MBSJ,CAU, Z. mays spp. Mays, Improved,,1.357578348
MBST,MBST,CAU, Z. mays spp. Mays, Improved,,1.797462957
MBUB,MBUB,CAU, Z. mays spp. Mays, Improved,,1.903049043
MDF-13D,MDF-13D,CAU, Z. mays spp. Mays, Improved,,0.934654696
mei68113,mei68113,CAU, Z. mays spp. Mays, Improved,,2.88513113
ML606,ML606,CAU, Z. mays spp. Mays, Improved,,1.326325652
MM-1A,MM-1A,CAU, Z. mays spp. Mays, Improved,,27.05791466
MM402A,MM402A,CAU, Z. mays spp. Mays, Improved,,0.852723304
MO113,MO113,CAU, Z. mays spp. Mays, Improved,,0.728478435
Mo17-chin,Mo17-chin,CAU, Z. mays spp. Mays, Improved,,7.169589783
Mo24W,Mo24W,CAU, Z. mays spp. Mays, Improved,,1.454431617
MP,MP,CAU, Z. mays spp. Mays, Improved,,1.915377391
Ms71,Ms71,CAU, Z. mays spp. Mays, Improved,,0.754216348
mu4,mu4,CAU, Z. mays spp. Mays, Improved,,0.867235217
mu6,mu6,CAU, Z. mays spp. Mays, Improved,,1.917021304
N138,N138,CAU, Z. mays spp. Mays, Improved,,2.42326713
N192,N192,CAU, Z. mays spp. Mays, Improved,,1.037937742
N42,N42,CAU, Z. mays spp. Mays, Improved,,2.845680783
N68a,N68a,CAU, Z. mays spp. Mays, Improved,,0.573965826
nan21-3,nan21-3,CAU, Z. mays spp. Mays, Improved,,1.449785304
NC268,NC268,CAU, Z. mays spp. Mays, Improved,,1.291466957
ND246,ND246,CAU, Z. mays spp. Mays, Improved,,1.11240713
ning24,ning24,CAU, Z. mays spp. Mays, Improved,,1.678090087
ning37,ning37,CAU, Z. mays spp. Mays, Improved,,1.528491391
ning45,ning45,CAU, Z. mays spp. Mays, Improved,,1.04419287
ning55,ning55,CAU, Z. mays spp. Mays, Improved,,1.303894367
niu2-1,niu2-1,CAU, Z. mays spp. Mays, Improved,,0.588603739
NN14B,NN14B,CAU, Z. mays spp. Mays, Improved,,1.144535652
NQ508,NQ508,CAU, Z. mays spp. Mays, Improved,,1.143564348
NS501,NS501,CAU, Z. mays spp. Mays, Improved,,0.868292087
NS701,NS701,CAU, Z. mays spp. Mays, Improved,,0.861114783
oh07B,oh07B,CAU, Z. mays spp. Mays, Improved,,0.932124261
Oh43,Oh43,CAU, Z. mays spp. Mays, Improved,,1.511252
OH7,OH7,CAU, Z. mays spp. Mays, Improved,,0.781904783
OQ603,OQ603,CAU, Z. mays spp. Mays, Improved,,1.871022087
P007,P007,CAU, Z. mays spp. Mays, Improved,,1.06808513
P136,P136,CAU, Z. mays spp. Mays, Improved,,0.948972435
P138,P138,CAU, Z. mays spp. Mays, Improved,,0.89493513
P167,P167,CAU, Z. mays spp. Mays, Improved,,1.246691652
P25,P25,CAU, Z. mays spp. Mays, Improved,,1.409350174
P39-chin,P39-chin,CAU, Z. mays spp. Mays, Improved,,0.916709391
Pa91,Pa91,CAU, Z. mays spp. Mays, Improved,,0.800756957
PB80,PB80,CAU, Z. mays spp. Mays, Improved,,0.954322
PH207,PH207,CAU, Z. mays spp. Mays, Improved,,0.808960261
PHBA6,PHBA6,CAU, Z. mays spp. Mays, Improved,,0.994333739
PHG24,PHG24,CAU, Z. mays spp. Mays, Improved,,0.610481716
PHG35,PHG35,CAU, Z. mays spp. Mays, Improved,,1.182524068
PHG39,PHG39,CAU, Z. mays spp. Mays, Improved,,0.917827478
PHG47,PHG47,CAU, Z. mays spp. Mays, Improved,,0.811490957
PHG50,PHG50,CAU, Z. mays spp. Mays, Improved,,1.277850435
PHG71,PHG71,CAU, Z. mays spp. Mays, Improved,,1.181797217
PHG72,PHG72,CAU, Z. mays spp. Mays, Improved,,1.345072957
PHG83,PHG83,CAU, Z. mays spp. Mays, Improved,,1.082062696
PHG84,PHG84,CAU, Z. mays spp. Mays, Improved,,0.830812348
PHG86,PHG86,CAU, Z. mays spp. Mays, Improved,,2.039286957
PHH93,PHH93,CAU, Z. mays spp. Mays, Improved,,0.713717565
PHJ31,PHJ31,CAU, Z. mays spp. Mays, Improved,,1.467426087
PHJ33,PHJ33,CAU, Z. mays spp. Mays, Improved,,1.541404435
PHJ40,PHJ40,CAU, Z. mays spp. Mays, Improved,,0.890309391
PHJ70,PHJ70,CAU, Z. mays spp. Mays, Improved,,0.667842174
PHJ75,PHJ75,CAU, Z. mays spp. Mays, Improved,,1.051630696
PHK05,PHK05,CAU, Z. mays spp. Mays, Improved,,0.818385826
PHK24,PHK24,CAU, Z. mays spp. Mays, Improved,,1.103839217
PHK35,PHK35,CAU, Z. mays spp. Mays, Improved,,1.625459217
PHK42,PHK42,CAU, Z. mays spp. Mays, Improved,,0.834494435
PHK76,PHK76,CAU, Z. mays spp. Mays, Improved,,0.677656261
PHK93,PHK93,CAU, Z. mays spp. Mays, Improved,,1.015945217
PHM10,PHM10,CAU, Z. mays spp. Mays, Improved,,1.904725043
PHM44,PHM44,CAU, Z. mays spp. Mays, Improved,,0.755772957
PHM57,PHM57,CAU, Z. mays spp. Mays, Improved,,0.78709113
PHM81,PHM81,CAU, Z. mays spp. Mays, Improved,,1.227216174
PHN11,PHN11,CAU, Z. mays spp. Mays, Improved,,1.20717
PHN29,PHN29,CAU, Z. mays spp. Mays, Improved,,1.016765739
PHN37,PHN37,CAU, Z. mays spp. Mays, Improved,,1.659014348
PHN47,PHN47,CAU, Z. mays spp. Mays, Improved,,1.212363391
PHN66,PHN66,CAU, Z. mays spp. Mays, Improved,,1.502492348
PHN73,PHN73,CAU, Z. mays spp. Mays, Improved,,2.172284609
PHN82,PHN82,CAU, Z. mays spp. Mays, Improved,,2.341620522
PHNV9,PHNV9,CAU, Z. mays spp. Mays, Improved,,0.733461217
PHP02,PHP02,CAU, Z. mays spp. Mays, Improved,,1.30489487
PHP55,PHP55,CAU, Z. mays spp. Mays, Improved,,2.067628087
PHP60,PHP60,CAU, Z. mays spp. Mays, Improved,,0.793803217
PHP76,PHP76,CAU, Z. mays spp. Mays, Improved,,1.680614609
PHP85,PHP85,CAU, Z. mays spp. Mays, Improved,,1.865312522
PHPR5,PHPR5,CAU, Z. mays spp. Mays, Improved,,0.929651478
PHR25,PHR25,CAU, Z. mays spp. Mays, Improved,,0.658028783
PHR30,PHR30,CAU, Z. mays spp. Mays, Improved,,0.939889461
PHR32,PHR32,CAU, Z. mays spp. Mays, Improved,,1.053387739
PHR36,PHR36,CAU, Z. mays spp. Mays, Improved,,0.659352348
PHR47,PHR47,CAU, Z. mays spp. Mays, Improved,,0.918052522
PHR55,PHR55,CAU, Z. mays spp. Mays, Improved,,0.914019565
PHR58,PHR58,CAU, Z. mays spp. Mays, Improved,,1.43044687
PHR62,PHR62,CAU, Z. mays spp. Mays, Improved,,0.111498
PHR63,PHR63,CAU, Z. mays spp. Mays, Improved,,2.365843217
PHT10,PHT10,CAU, Z. mays spp. Mays, Improved,,1.18039
PHT22,PHT22,CAU, Z. mays spp. Mays, Improved,,0.887050174
PHT55,PHT55,CAU, Z. mays spp. Mays, Improved,,1.095292783
PHT60,PHT60,CAU, Z. mays spp. Mays, Improved,,0.63567487
PHT69,PHT69,CAU, Z. mays spp. Mays, Improved,,0.800078435
PHT77,PHT77,CAU, Z. mays spp. Mays, Improved,,1.332886435
PHV37,PHV37,CAU, Z. mays spp. Mays, Improved,,0.841340482
PHV53,PHV53,CAU, Z. mays spp. Mays, Improved,,0.933640087
PHV78,PHV78,CAU, Z. mays spp. Mays, Improved,,1.469219304
PHW03,PHW03,CAU, Z. mays spp. Mays, Improved,,2.031914696
PHW17,PHW17,CAU, Z. mays spp. Mays, Improved,,2.019192435
PHW20,PHW20,CAU, Z. mays spp. Mays, Improved,,1.811888348
PHW30,PHW30,CAU, Z. mays spp. Mays, Improved,,2.199518087
PHW43,PHW43,CAU, Z. mays spp. Mays, Improved,,1.285796261
PHW51,PHW51,CAU, Z. mays spp. Mays, Improved,,1.648521043
PHW52,PHW52,CAU, Z. mays spp. Mays, Improved,,1.272925478
PHW79,PHW79,CAU, Z. mays spp. Mays, Improved,,2.004017391
PHWG5,PHWG5,CAU, Z. mays spp. Mays, Improved,,0.668710261
PHZ51,PHZ51,CAU, Z. mays spp. Mays, Improved,,2.093764435
PN2,PN2,CAU, Z. mays spp. Mays, Improved,,1.580871826
PN2-8,PN2-8,CAU, Z. mays spp. Mays, Improved,,1.135499304
Q1261,Q1261,CAU, Z. mays spp. Mays, Improved,,1.889380261
Q381,Q381,CAU, Z. mays spp. Mays, Improved,,1.760913391
qi205,qi205,CAU, Z. mays spp. Mays, Improved,,0.627200609
qi318,qi318,CAU, Z. mays spp. Mays, Improved,,1.35115487
qi319,qi319,CAU, Z. mays spp. Mays, Improved,,1.178319478
qi35,qi35,CAU, Z. mays spp. Mays, Improved,,1.306473217
qi410,qi410,CAU, Z. mays spp. Mays, Improved,,0.058825739
qiong51,qiong51,CAU, Z. mays spp. Mays, Improved,,2.444730087
R017,R017,CAU, Z. mays spp. Mays, Improved,,1.479554696
R08,R08,CAU, Z. mays spp. Mays, Improved,,1.310180174
R136,R136,CAU, Z. mays spp. Mays, Improved,,1.512515576
R150,R150,CAU, Z. mays spp. Mays, Improved,,1.232641043
R1656,R1656,CAU, Z. mays spp. Mays, Improved,,1.161754522
R25,R25,CAU, Z. mays spp. Mays, Improved,,1.756671391
R31,R31,CAU, Z. mays spp. Mays, Improved,,1.026584609
R98,R98,CAU, Z. mays spp. Mays, Improved,,1.172592786
RIMMA0438.1,RIMMA0438.1,CAU, Z. mays spp. Mays, Improved,,36.87369212
RS710,RS710,CAU, Z. mays spp. Mays, Improved,,1.842510522
S001,S001,CAU, Z. mays spp. Mays, Improved,,1.68365513
S22,S22,CAU, Z. mays spp. Mays, Improved,,1.210676522
S311,S311,CAU, Z. mays spp. Mays, Improved,,0.95789487
S37,S37,CAU, Z. mays spp. Mays, Improved,,1.564066
S53,S53,CAU, Z. mays spp. Mays, Improved,,0.924017217
S7913,S7913,CAU, Z. mays spp. Mays, Improved,,1.128764696
S8324,S8324,CAU, Z. mays spp. Mays, Improved,,0.974402
S8326,S8326,CAU, Z. mays spp. Mays, Improved,,0.821384087
SC11-1,SC11-1,CAU, Z. mays spp. Mays, Improved,,2.047414957
SC14,SC14,CAU, Z. mays spp. Mays, Improved,,1.809880609
SC-14,SC-14,CAU, Z. mays spp. Mays, Improved,,3.090105217
SC24-1,SC24-1,CAU, Z. mays spp. Mays, Improved,,2.050362957
SC30-1,SC30-1,CAU, Z. mays spp. Mays, Improved,,0.972617652
SC9,SC9,CAU, Z. mays spp. Mays, Improved,,1.084555478
SC-9,SC-9,CAU, Z. mays spp. Mays, Improved,,0.849796696
Seagu1117,Seagu1117,CAU, Z. mays spp. Mays, Improved,,1.841610783
Sg1533,Sg1533,CAU, Z. mays spp. Mays, Improved,,1.606471158
SG17,SG17,CAU, Z. mays spp. Mays, Improved,,2.006913739
shan89,shan89,CAU, Z. mays spp. Mays, Improved,,1.005798751
shangyin110-1,shangyin110-1,CAU, Z. mays spp. Mays, Improved,,1.369734957
shen135,shen135,CAU, Z. mays spp. Mays, Improved,,3.151741565
shen137,shen137,CAU, Z. mays spp. Mays, Improved,,2.064638957
shen142,shen142,CAU, Z. mays spp. Mays, Improved,,0.954434103
shen5005,shen5005,CAU, Z. mays spp. Mays, Improved,,1.702121043
shen977,shen977,CAU, Z. mays spp. Mays, Improved,,0.866525913
shuang741,shuang741,CAU, Z. mays spp. Mays, Improved,,2.857512783
shuangM9B-1,shuangM9B-1,CAU, Z. mays spp. Mays, Improved,,0.624153826
shuangtaiwu,shuangtaiwu,CAU, Z. mays spp. Mays, Improved,,1.784198
siyi,siyi,CAU, Z. mays spp. Mays, Improved,,0.835966988
song1145,song1145,CAU, Z. mays spp. Mays, Improved,,0.531309628
SS99,SS99,CAU, Z. mays spp. Mays, Improved,,1.153148261
su75,su75,CAU, Z. mays spp. Mays, Improved,,0.985968609
suwan1611,suwan1611,CAU, Z. mays spp. Mays, Improved,,1.911300783
SW153,SW153,CAU, Z. mays spp. Mays, Improved,,1.093827014
SX-4-21,SX-4-21,CAU, Z. mays spp. Mays, Improved,,1.349811652
SX-6-7,SX-6-7,CAU, Z. mays spp. Mays, Improved,,2.746185913
SZ3,SZ3,CAU, Z. mays spp. Mays, Improved,,1.516947826
T24,T24,CAU, Z. mays spp. Mays, Improved,,3.050908609
tai184,tai184,CAU, Z. mays spp. Mays, Improved,,2.176726443
tangsipingtou,tangsipingtou,CAU, Z. mays spp. Mays, Improved,,1.686417391
tian77,tian77,CAU, Z. mays spp. Mays, Improved,,1.092792087
tie7922,tie7922,CAU, Z. mays spp. Mays, Improved,,1.504378261
Timpunia-1,Timpunia-1,CAU, Z. mays spp. Mays, Improved,,1.734037565
Va26,Va26,CAU, Z. mays spp. Mays, Improved,,0.825613434
Va35,Va35,CAU, Z. mays spp. Mays, Improved,,1.223538087
VG85-5,VG85-5,CAU, Z. mays spp. Mays, Improved,,0.748048261
W117,W117,CAU, Z. mays spp. Mays, Improved,,1.670313043
W153R,W153R,CAU, Z. mays spp. Mays, Improved,,1.160845662
W172,W172,CAU, Z. mays spp. Mays, Improved,,1.118750435
W182bn,W182bn,CAU, Z. mays spp. Mays, Improved,,1.142137949
W222,W222,CAU, Z. mays spp. Mays, Improved,,1.131286522
W23,W23,CAU, Z. mays spp. Mays, Improved,,1.857197826
W238,W238,CAU, Z. mays spp. Mays, Improved,,1.397754
W2H03,W2H03,CAU, Z. mays spp. Mays, Improved,,1.520130609
W344,W344,CAU, Z. mays spp. Mays, Improved,,3.666889739
W499,W499,CAU, Z. mays spp. Mays, Improved,,1.495361565
W64A,W64A,CAU, Z. mays spp. Mays, Improved,,2.133325652
W668,W668,CAU, Z. mays spp. Mays, Improved,,2.756190435
W8304,W8304,CAU, Z. mays spp. Mays, Improved,,1.001082087
W8555,W8555,CAU, Z. mays spp. Mays, Improved,,0.997630087
W966,W966,CAU, Z. mays spp. Mays, Improved,,0.798322883
W967,W967,CAU, Z. mays spp. Mays, Improved,,1.15544887
W968,W968,CAU, Z. mays spp. Mays, Improved,,0.860725652
W969,W969,CAU, Z. mays spp. Mays, Improved,,0.841270696
W9706,W9706,CAU, Z. mays spp. Mays, Improved,,1.811126348
wei3322,wei3322,CAU, Z. mays spp. Mays, Improved,,0.526314337
wenhuang31413,wenhuang31413,CAU, Z. mays spp. Mays, Improved,,1.761195565
WIL500,WIL500,CAU, Z. mays spp. Mays, Improved,,0.685453391
WIL900,WIL900,CAU, Z. mays spp. Mays, Improved,,2.563019913
WIL901,WIL901,CAU, Z. mays spp. Mays, Improved,,0.783578957
WIL903,WIL903,CAU, Z. mays spp. Mays, Improved,,0.885972348
WN11H,WN11H,CAU, Z. mays spp. Mays, Improved,,1.421383043
wu109,wu109,CAU, Z. mays spp. Mays, Improved,,1.945740522
wu125,wu125,CAU, Z. mays spp. Mays, Improved,,1.483406087
wu126,wu126,CAU, Z. mays spp. Mays, Improved,,1.496308957
wu312,wu312,CAU, Z. mays spp. Mays, Improved,,1.59416113
X314,X314,CAU, Z. mays spp. Mays, Improved,,0.85926087
XF117,XF117,CAU, Z. mays spp. Mays, Improved,,0.721005478
XF134,XF134,CAU, Z. mays spp. Mays, Improved,,2.206052696
XF197,XF197,CAU, Z. mays spp. Mays, Improved,,1.692467652
XF223,XF223,CAU, Z. mays spp. Mays, Improved,,3.422155304
XF27,XF27,CAU, Z. mays spp. Mays, Improved,,0.50047887
XF77,XF77,CAU, Z. mays spp. Mays, Improved,,0.987439498
xi502,xi502,CAU, Z. mays spp. Mays, Improved,,2.62327713
xiangai3,xiangai3,CAU, Z. mays spp. Mays, Improved,,2.93649
xing230,xing230,CAU, Z. mays spp. Mays, Improved,,1.625434609
xingK36,xingK36,CAU, Z. mays spp. Mays, Improved,,1.951457391
xinlun5-9,xinlun5-9,CAU, Z. mays spp. Mays, Improved,,0.568908435
XOP2,XOP2,CAU, Z. mays spp. Mays, Improved,,1.922742783
xuan6,xuan6,CAU, Z. mays spp. Mays, Improved,,1.516452087
xun92-6,xun92-6,CAU, Z. mays spp. Mays, Improved,,1.465902609
xun92-8,xun92-8,CAU, Z. mays spp. Mays, Improved,,1.098709478
xun971,xun971,CAU, Z. mays spp. Mays, Improved,,0.678997618
XZ19,XZ19,CAU, Z. mays spp. Mays, Improved,,1.638177565
Y223,Y223,CAU, Z. mays spp. Mays, Improved,,0.803251652
y9961,y9961,CAU, Z. mays spp. Mays, Improved,,1.732158
yan103,yan103,CAU, Z. mays spp. Mays, Improved,,2.047337031
yan156,yan156,CAU, Z. mays spp. Mays, Improved,,2.420410522
yan172,yan172,CAU, Z. mays spp. Mays, Improved,,2.187660522
yan38,yan38,CAU, Z. mays spp. Mays, Improved,,1.518718696
yan812,yan812,CAU, Z. mays spp. Mays, Improved,,1.876157217
Yd6,Yd6,CAU, Z. mays spp. Mays, Improved,,1.713756957
ye107,ye107,CAU, Z. mays spp. Mays, Improved,,2.148065043
ye488,ye488,CAU, Z. mays spp. Mays, Improved,,1.478822261
ye515,ye515,CAU, Z. mays spp. Mays, Improved,,1.234728087
ye52106,ye52106,CAU, Z. mays spp. Mays, Improved,,2.195216087
ye5237,ye5237,CAU, Z. mays spp. Mays, Improved,,1.074229217
ye8001,ye8001,CAU, Z. mays spp. Mays, Improved,,0.867264943
ye8112,ye8112,CAU, Z. mays spp. Mays, Improved,,12.48434826
ye832,ye832,CAU, Z. mays spp. Mays, Improved,,0.503024261
yi12,yi12,CAU, Z. mays spp. Mays, Improved,,1.355661739
yi36,yi36,CAU, Z. mays spp. Mays, Improved,,0.830175217
yi49,yi49,CAU, Z. mays spp. Mays, Improved,,1.12163313
yi67,yi67,CAU, Z. mays spp. Mays, Improved,,0.673079391
ys06,ys06,CAU, Z. mays spp. Mays, Improved,,2.096193043
yu374,yu374,CAU, Z. mays spp. Mays, Improved,,1.401449304
yu537A,yu537A,CAU, Z. mays spp. Mays, Improved,,0.796536609
yu82,yu82,CAU, Z. mays spp. Mays, Improved,,1.056787391
yu87-1,yu87-1,CAU, Z. mays spp. Mays, Improved,,3.202843652
yuanwu02,yuanwu02,CAU, Z. mays spp. Mays, Improved,,0.922360348
yuanwu05,yuanwu05,CAU, Z. mays spp. Mays, Improved,,1.338653652
yue39-4,yue39-4,CAU, Z. mays spp. Mays, Improved,,1.728445826
yue89A12-1,yue89A12-1,CAU, Z. mays spp. Mays, Improved,,0.842726348
yue89E4-2,yue89E4-2,CAU, Z. mays spp. Mays, Improved,,2.82573487
yun147,yun147,CAU, Z. mays spp. Mays, Improved,,1.656888752
Z31B,Z31B,CAU, Z. mays spp. Mays, Improved,,0.692084609
zaC546,zaC546,CAU, Z. mays spp. Mays, Improved,,1.171586435
zhangjin6,zhangjin6,CAU, Z. mays spp. Mays, Improved,,0.632267904
zhangxi28,zhangxi28,CAU, Z. mays spp. Mays, Improved,,0.957836609
zhen367,zhen367,CAU, Z. mays spp. Mays, Improved,,0.72347029
zheng22,zheng22,CAU, Z. mays spp. Mays, Improved,,1.29450287
zheng32,zheng32,CAU, Z. mays spp. Mays, Improved,,2.284123478
zheng653,zheng653,CAU, Z. mays spp. Mays, Improved,,0.570147913
zhengbai11,zhengbai11,CAU, Z. mays spp. Mays, Improved,,0.804754435
zhong128,zhong128,CAU, Z. mays spp. Mays, Improved,,1.636325565
zhong451,zhong451,CAU, Z. mays spp. Mays, Improved,,1.011157043
zhonger02,zhonger02,CAU, Z. mays spp. Mays, Improved,,1.09436063
zhonghuang64,zhonghuang64,CAU, Z. mays spp. Mays, Improved,,1.644347043
zhongxi042,zhongxi042,CAU, Z. mays spp. Mays, Improved,,0.821291652
zhongyin10,zhongyin10,CAU, Z. mays spp. Mays, Improved,,1.578856174
zhongyin15,zhongyin15,CAU, Z. mays spp. Mays, Improved,,3.300278846
zi330,zi330,CAU, Z. mays spp. Mays, Improved,,0.878420696
ziduosui,ziduosui,CAU, Z. mays spp. Mays, Improved,,1.221604573
ziyu3,ziyu3,CAU, Z. mays spp. Mays, Improved,,1.354366435
zong3,zong3,CAU, Z. mays spp. Mays, Improved,,2.162260261
zong31,zong31,CAU, Z. mays spp. Mays, Improved,,6.173682609
zong548-1521,zong548-1521,CAU, Z. mays spp. Mays, Improved,,1.920001393
ZPON7,ZPON7,CAU, Z. mays spp. Mays, Improved,,1.645664261
ZS01250,ZS01250,CAU, Z. mays spp. Mays, Improved,,0.750895391
zun90110,zun90110,CAU, Z. mays spp. Mays, Improved,,1.280695391
MAIdgiRAADIAAPEI-1,MAIdgiRAADIAAPEI-1,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT001,12.94106713
MAIdgiRABDIAAPEI-2,MAIdgiRABDIAAPEI-2,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT003,14.94004539
MAIdgiRACDIAAPEI-3,MAIdgiRACDIAAPEI-3,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT004,13.17521716
MAIdgiRAEDIAAPEI-4,MAIdgiRAEDIAAPEI-4,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT006,13.25480478
MAIdgiRAGDIAAPEI-5,MAIdgiRAGDIAAPEI-5,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT008,13.86785731
MAIdgiRAIDIAAPEI-6,MAIdgiRAIDIAAPEI-6,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT010,13.10600606
MAIdgiRAKDIAAPEI-9,MAIdgiRAKDIAAPEI-9,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT014,14.89895523
MAIdgiRAMDIAAPEI-10,MAIdgiRAMDIAAPEI-10,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT016,14.6437261
MAIdgiRAODIAAPEI-11,MAIdgiRAODIAAPEI-11,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT019,14.07736315
MAIdgiRAPDIAAPEI-12,MAIdgiRAPDIAAPEI-12,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT021,17.35382598
MAIdgiRARDIAAPEI-1,MAIdgiRARDIAAPEI-1,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT025,14.8040395
MAIdgiRASDIAAPEI-2,MAIdgiRASDIAAPEI-2,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT026,14.25713909
MAIdgiRAVDIAAPEI-4,MAIdgiRAVDIAAPEI-4,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT032,16.4992241
MAIdgiRAWDIAAPEI-5,MAIdgiRAWDIAAPEI-5,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT033,15.38481811
MAIdgiRAXDIAAPEI-6,MAIdgiRAXDIAAPEI-6,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT035,15.43627784
MAIdgiRAYDIAAPEI-7,MAIdgiRAYDIAAPEI-7,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT036,15.10532703
MAIdgiRCCDIAAPEI-10,MAIdgiRCCDIAAPEI-10,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT040,10.30526671
MAIdgiRCIDIAAPEI-7,MAIdgiRCIDIAAPEI-7,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT012,14.6037253
MAIdgiRCKDIAAPEI-9,MAIdgiRCKDIAAPEI-9,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT037,15.04954307
ZEAhwcRAXDIAAPE,ZEAhwcRAXDIAAPE,CIMMYT/BGI, Z. mays spp. Mays,unknown,,5.188639304
ZEAxppRADDIAAPEI-4,ZEAxppRADDIAAPEI-4,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT005,9.284039609
ZEAxppRADDIAAPEI-7,ZEAxppRADDIAAPEI-7,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT011,1.502966113
ZEAxppRAFDIAAPEI-1,ZEAxppRAFDIAAPEI-1,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT007,1.138354278
ZEAxppRAFDIAAPEI-5,ZEAxppRAFDIAAPEI-5,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT007,9.554323617
ZEAxppRAHDIAAPEI-6,ZEAxppRAHDIAAPEI-6,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT009,10.32114248
ZEAxppRAJDIAAPEI-7,ZEAxppRAJDIAAPEI-7,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT011,8.7991218
